User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Secondary_Apps,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Challenges,Desired_Features,Preferred_Communication,Partner_Priorities,Hobbies,Favorite_Music,Ideal_First_Date,Relationship_Type
244,23,Non-binary,Chennai,Postgraduate,Intern,,,Daily,3 hours,Social Interaction,5,Safety Concerns,Detailed Profiles,Text,Appearance > Interests > Personality,"Traveling, Writing",Jazz,Book Reading,Casual
245,24,Non-binary,Pune,Graduate,Freelancer,OkCupid,Hinge,Weekly,3 hours,Casual Dating,4,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Photography, Hiking",Alternative,Photo Shoot,Long-term
246,24,Non-binary,Mumbai,Postgraduate,Intern,Hinge,Hinge,Daily,30 minutes,Casual Dating,2,Lack of Genuine Matches,Video Calls,Video Calls,Personality > Interests > Values,"Cooking, Movies",Indie,Movie Marathon,Casual
247,23,Male,Kolkata,Postgraduate,Intern,Bumble,OkCupid,Monthly,3 hours,Social Interaction,3,,Detailed Profiles,Text,Appearance > Interests > Personality,"Traveling, Art",Country,Art Museum Visit,Long-term
248,22,Non-binary,Hyderabad,Postgraduate,Student,Bumble,Tinder,Daily,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Gaming, Fitness",Hip-Hop,Fitness Challenge,Casual
249,22,Male,Bangalore,Postgraduate,Student,Tinder,Tinder,Daily,1 hour,Finding a Partner,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,"Reading, Dancing",R&B,Dance Class,Long-term
250,19,Male,Mumbai,Postgraduate,Freelancer,Bumble,Bumble,Daily,3 hours,Casual Dating,2,,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Cooking, Sports",Pop,Cooking Competition,Casual
251,19,Male,Pune,Graduate,Part-time Job,Tinder,Hinge,Weekly,3 hours,Casual Fun,4,Time-Wasting,Detailed Profiles,Text,Personality > Interests > Values,"Traveling, Music",Classical,Symphony Concert,Long-term
252,25,Male,Bangalore,Postgraduate,Student,Hinge,Hinge,Monthly,1 hour,Finding a Partner,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,"Fitness, Hiking",EDM,Outdoor Concert,Casual
253,24,Male,Chennai,Graduate,Student,,Bumble,Daily,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,"Dancing, Photography",Jazz,Photo Booth Fun,Long-term
254,21,Female,Mumbai,Undergraduate,Intern,Tinder,OkCupid,Weekly,1 hour,Casual Dating,1,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,"Cooking, Games",Indie,Board Game Night,Casual
255,22,Male,Pune,Graduate,Freelancer,Bumble,OkCupid,Daily,30 minutes,Finding a Partner,5,,AI Recommendations,Video Calls,Appearance > Interests > Personality,"Traveling, Sports",Rock,Adventure Sports,Long-term
256,21,Male,Bangalore,Undergraduate,Student,Hinge,Bumble,Weekly,1.5 hours,Finding a Partner,3,Lack of Genuine Matches,Detailed Profiles,Voice Notes,Personality > Interests > Values,"Gaming, Crafting",Alternative,Craft Night,Casual
257,19,Female,Chennai,Undergraduate,Freelancer,Tinder,Bumble,Daily,2 hours,Finding a Partner,1,Safety Concerns,AI Recommendations,Video Calls,Values > Personality > Appearance,"Reading, Traveling",Country,Travel Show,Long-term
258,24,Male,Pune,Graduate,Freelancer,Bumble,Hinge,Monthly,1.5 hours,Casual Fun,4,Time-Wasting,Location-Based Matching,Text,Values > Personality > Appearance,"Dancing, Fitness",Pop,Fitness Dance Class,Casual
259,19,Male,Bangalore,Graduate,Freelancer,,OkCupid,Daily,1 hour,Casual Fun,1,Safety Concerns,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Cooking, Photography",Indie,Food Photography,Long-term
260,23,Male,Delhi,Undergraduate,Intern,Tinder,Bumble,Daily,30 minutes,Casual Fun,2,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,"Traveling, Art",Folk,Art Fair,Casual
261,18,Female,Pune,Undergraduate,Full-time Job,,,Monthly,1 hour,Casual Dating,5,,Location-Based Matching,Video Calls,Personality > Interests > Values,"Photography, Hiking",Indie,Nature Photography,Long-term
262,22,Female,Pune,Undergraduate,Full-time Job,OkCupid,Bumble,Weekly,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Cooking, Sports",Jazz,Cooking for Two,Casual
263,21,Non-binary,Chennai,Postgraduate,Full-time Job,,OkCupid,Monthly,1.5 hours,Casual Fun,4,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,"Gaming, Writing",Rock,Storytelling Night,Long-term
264,25,Male,Kolkata,Undergraduate,Intern,,Tinder,Daily,2 hours,Finding a Partner,4,Safety Concerns,Audio Calls,Video Calls,Personality > Interests > Values,"Reading, Traveling",EDM,Destination Dinner,Casual
265,23,Non-binary,Bangalore,Graduate,Freelancer,Hinge,Bumble,Weekly,1 hour,Casual Fun,3,Lack of Genuine Matches,AI Recommendations,Text,Personality > Interests > Values,"Dancing, Fitness",R&B,Fitness Challenge,Long-term
266,25,Male,Bangalore,Graduate,Freelancer,,,Daily,30 minutes,Social Interaction,5,,Audio Calls,Voice Notes,Values > Personality > Appearance,"Cooking, Fitness",Hip-Hop,Cooking Class,Long-term
267,19,Female,Chennai,Graduate,Intern,OkCupid,,Weekly,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Personality > Interests > Values,"Traveling, Reading",R&B,Coffee Date,Casual
268,25,Non-binary,Hyderabad,Graduate,Student,Hinge,,Weekly,1.5 hours,Casual Fun,3,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Gaming, Crafting",Indie,Craft Night,Long-term
269,19,Non-binary,Bangalore,Graduate,Part-time Job,OkCupid,Hinge,Weekly,30 minutes,Casual Dating,3,Safety Concerns,Video Calls,Text,Personality > Interests > Values,"Photography, Hiking",Classical,Nature Walk,Casual
270,19,Male,Mumbai,Undergraduate,Full-time Job,Bumble,Bumble,Weekly,1.5 hours,Casual Dating,4,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Cooking, Sports",Rock,Picnic in the Park,Long-term
271,23,Male,Pune,Graduate,Part-time Job,OkCupid,Hinge,Weekly,3 hours,Finding a Partner,1,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,"Reading, Traveling",Jazz,Travel Movie Night,Casual
272,18,Female,Hyderabad,Undergraduate,Student,Tinder,OkCupid,Weekly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Appearance > Interests > Personality,"Fitness, Dancing",Alternative,Dance Show,Long-term
273,19,Non-binary,Kolkata,Postgraduate,Full-time Job,,Tinder,Monthly,1 hour,Social Interaction,5,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,"Traveling, Music",Pop,Outdoor Concert,Casual
274,20,Non-binary,Kolkata,Postgraduate,Intern,Tinder,Tinder,Weekly,30 minutes,Casual Dating,1,,Detailed Profiles,Video Calls,Personality > Interests > Values,"Gaming, Cooking",EDM,Game Night,Long-term
275,18,Male,Mumbai,Postgraduate,Part-time Job,,,Monthly,1 hour,Finding a Partner,3,Lack of Genuine Matches,Video Calls,Video Calls,Values > Personality > Appearance,"Dancing, Photography",Indie,Photo Walk,Casual
276,24,Male,Mumbai,Graduate,Intern,Tinder,OkCupid,Daily,2 hours,Casual Fun,3,Lack of Genuine Matches,Video Calls,Text,Personality > Interests > Values,"Cooking, Hiking",Country,Nature Cookout,Long-term
277,23,Non-binary,Delhi,Undergraduate,Full-time Job,Tinder,Tinder,Daily,3 hours,Social Interaction,2,,Audio Calls,Text,Personality > Interests > Values,"Reading, Writing",Jazz,Book Reading,Casual
278,20,Non-binary,Chennai,Postgraduate,Intern,Tinder,Bumble,Monthly,1.5 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Text,Values > Personality > Appearance,"Traveling, Fitness",Hip-Hop,Adventure Hiking,Long-term
279,18,Male,Mumbai,Undergraduate,Intern,OkCupid,Hinge,Weekly,1 hour,Social Interaction,4,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Photography, Movies",Rock,Film Festival,Casual
280,19,Male,Kolkata,Graduate,Part-time Job,OkCupid,,Monthly,3 hours,Finding a Partner,4,Safety Concerns,Detailed Profiles,Video Calls,Personality > Interests > Values,"Cooking, Crafting",R&B,Pottery Class,Long-term
281,19,Female,Pune,Undergraduate,Full-time Job,Tinder,,Weekly,1.5 hours,Social Interaction,5,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Traveling, Arts",Classical,Art Gallery,Casual
282,21,Male,Mumbai,Postgraduate,Freelancer,Bumble,,Monthly,3 hours,Casual Fun,1,,Audio Calls,Voice Notes,Personality > Interests > Values,"Fitness, Dancing",Pop,Zumba Class,Long-term
283,23,Male,Mumbai,Postgraduate,Student,OkCupid,Tinder,Monthly,3 hours,Social Interaction,3,Lack of Genuine Matches,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Gaming, Hiking",Indie,Rock Climbing,Casual
284,24,Female,Bangalore,Postgraduate,Student,Hinge,Hinge,Daily,1 hour,Social Interaction,4,Time-Wasting,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Photography, Cooking",Jazz,Dinner Cruise,Long-term
285,22,Non-binary,Kolkata,Postgraduate,Full-time Job,Hinge,Hinge,Daily,30 minutes,Casual Dating,4,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Traveling, Sports",EDM,Sports Game,Casual
286,20,Non-binary,Kolkata,Postgraduate,Part-time Job,Bumble,OkCupid,Daily,30 minutes,Finding a Partner,2,,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Cooking, Reading",Alternative,Candlelit Dinner,Long-term
287,22,Male,Hyderabad,Graduate,Full-time Job,,,Weekly,3 hours,Casual Fun,4,Safety Concerns,AI Recommendations,Text,Personality > Interests > Values,"Dancing, Crafting",Country,Craft Workshop,Casual
288,18,Non-binary,Hyderabad,Postgraduate,Intern,,,Monthly,30 minutes,Casual Fun,3,,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Reading, Fitness",R&B,Outdoor Yoga,Long-term
289,23,Female,Pune,Undergraduate,Full-time Job,Hinge,Bumble,Weekly,1 hour,Casual Fun,1,,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Traveling, Movies",Pop,Movie Night,Casual
290,18,Non-binary,Kolkata,Undergraduate,Student,Tinder,OkCupid,Weekly,1 hour,Casual Dating,4,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,"Gaming, Photography",Indie,Photography Class,Long-term
291,25,Female,Pune,Postgraduate,Full-time Job,Bumble,,Daily,3 hours,Social Interaction,2,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,"Cooking, Hiking",Rock,Scenic Picnic,Casual
292,21,Male,Mumbai,Postgraduate,Student,OkCupid,OkCupid,Monthly,1 hour,Casual Fun,4,,Location-Based Matching,Voice Notes,Appearance > Interests > Personality,"Fitness, Arts",Jazz,Art Show,Long-term
293,22,Non-binary,Pune,Postgraduate,Intern,Tinder,,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,"Dancing, Traveling",Hip-Hop,Dance Class,Casual
294,23,Non-binary,Chennai,Undergraduate,Freelancer,Bumble,,Monthly,1 hour,Casual Dating,1,Safety Concerns,Location-Based Matching,Video Calls,Personality > Interests > Values,"Photography, Sports",EDM,Sports Event,Long-term
295,23,Female,Delhi,Undergraduate,Part-time Job,,,Monthly,3 hours,Casual Fun,4,,Video Calls,Text,Personality > Interests > Values,"Traveling, Crafting",Classical,Pottery Workshop,Casual
296,18,Female,Mumbai,Postgraduate,Intern,OkCupid,Tinder,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Cooking, Fitness",Pop,Healthy Cooking Class,Long-term
297,24,Male,Mumbai,Postgraduate,Freelancer,Tinder,Tinder,Weekly,3 hours,Casual Fun,4,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,"Gaming, Reading",R&B,Bookstore Date,Casual
298,19,Female,Pune,Undergraduate,Freelancer,Bumble,Hinge,Monthly,1 hour,Finding a Partner,5,Time-Wasting,AI Recommendations,Video Calls,Appearance > Interests > Personality,"Traveling, Music",Indie,Concert Night,Long-term
299,22,Non-binary,Pune,Undergraduate,Intern,,OkCupid,Daily,1.5 hours,Casual Dating,5,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,"Dancing, Writing",Rock,Poetry Reading,Casual
300,21,Female,Mumbai,Postgraduate,Student,Bumble,Bumble,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Detailed Profiles,Text,Values > Personality > Appearance,"Photography, Hiking",Jazz,Nature Photography Walk,Long-term
301,23,Male,Delhi,Postgraduate,Part-time Job,,,Daily,3 hours,Finding a Partner,3,Lack of Genuine Matches,AI Recommendations,Voice Notes,Appearance > Interests > Personality,"Cooking, Movies",Country,Dinner and a Movie,Casual
302,25,Male,Hyderabad,Undergraduate,Full-time Job,,Tinder,Monthly,1 hour,Casual Fun,2,,Video Calls,Video Calls,Personality > Interests > Values,"Fitness, Traveling",EDM,Outdoor Adventure,Long-term
303,19,Non-binary,Hyderabad,Graduate,Full-time Job,Tinder,OkCupid,Daily,30 minutes,Social Interaction,1,Safety Concerns,Audio Calls,Video Calls,Appearance > Interests > Personality,"Gaming, Crafting",Alternative,Craft Night,Casual
304,23,Female,Chennai,Graduate,Part-time Job,Bumble,,Weekly,1 hour,Social Interaction,3,Safety Concerns,Video Calls,Video Calls,Personality > Interests > Values,"Reading, Sports",Pop,Sports Game,Long-term
305,20,Female,Mumbai,Graduate,Freelancer,Hinge,OkCupid,Daily,1.5 hours,Social Interaction,2,Safety Concerns,Video Calls,Voice Notes,Personality > Interests > Values,"Dancing, Yoga",Hip-Hop,Yoga Class,Casual
306,19,Male,Mumbai,Undergraduate,Full-time Job,,Tinder,Weekly,1.5 hours,Finding a Partner,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Photography, Cooking",Indie,Culinary Class,Long-term
307,20,Female,Kolkata,Postgraduate,Full-time Job,OkCupid,Bumble,Weekly,3 hours,Casual Fun,2,Safety Concerns,Audio Calls,Text,Appearance > Interests > Personality,"Traveling, Fitness",R&B,Gym Date,Casual
308,18,Male,Pune,Graduate,Student,,Hinge,Monthly,1 hour,Casual Dating,3,Lack of Genuine Matches,Location-Based Matching,Text,Values > Personality > Appearance,"Cooking, Hiking",Classical,Picnic in the Park,Long-term
309,22,Non-binary,Mumbai,Postgraduate,Student,Tinder,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,Detailed Profiles,Video Calls,Personality > Interests > Values,"Gaming, Movies",Rock,Film Night,Casual
310,18,Female,Mumbai,Graduate,Freelancer,OkCupid,Tinder,Daily,3 hours,Finding a Partner,2,Time-Wasting,Video Calls,Video Calls,Personality > Interests > Values,"Dancing, Photography",EDM,Dance Performance,Long-term
311,25,Non-binary,Kolkata,Undergraduate,Freelancer,Bumble,,Monthly,30 minutes,Casual Fun,3,Lack of Genuine Matches,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Traveling, Arts",Country,Gallery Opening,Casual
312,23,Male,Delhi,Postgraduate,Full-time Job,OkCupid,Hinge,Daily,1.5 hours,Casual Fun,1,Time-Wasting,Video Calls,Voice Notes,Appearance > Interests > Personality,"Cooking, Sports",Pop,Cooking Competition,Long-term
313,23,Female,Pune,Graduate,Student,,Bumble,Daily,2 hours,Finding a Partner,1,,Audio Calls,Voice Notes,Personality > Interests > Values,"Reading, Crafting",Jazz,Craft Fair,Casual
314,21,Non-binary,Kolkata,Graduate,Full-time Job,OkCupid,Bumble,Weekly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Video Calls,Personality > Interests > Values,"Fitness, Dancing",Indie,Dance Party,Long-term
315,23,Female,Delhi,Undergraduate,Intern,Bumble,,Weekly,1 hour,Casual Dating,2,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,"Photography, Traveling",R&B,Photo Exhibition,Casual
316,24,Female,Kolkata,Graduate,Freelancer,Hinge,,Daily,2 hours,Finding a Partner,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,"Cooking, Gaming",Classical,Game Night,Long-term
317,21,Male,Kolkata,Undergraduate,Student,Bumble,Hinge,Weekly,2 hours,Casual Dating,3,Lack of Genuine Matches,Video Calls,Voice Notes,Personality > Interests > Values,"Hiking, Fitness",Hip-Hop,Outdoor Workout,Casual
318,20,Non-binary,Mumbai,Undergraduate,Student,OkCupid,OkCupid,Daily,1.5 hours,Social Interaction,1,,Video Calls,Video Calls,Personality > Interests > Values,"Traveling, Movies",Rock,Movie Marathon,Long-term
319,24,Male,Pune,Postgraduate,Freelancer,Hinge,Hinge,Weekly,2 hours,Casual Dating,1,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Dancing, Reading",Pop,Book Club,Casual
320,20,Female,Kolkata,Postgraduate,Freelancer,Bumble,Hinge,Weekly,2 hours,Finding a Partner,1,,Video Calls,Text,Personality > Interests > Values,"Photography, Sports",EDM,Sports Clinic,Long-term
321,19,Female,Mumbai,Undergraduate,Full-time Job,OkCupid,Bumble,Daily,2 hours,Casual Dating,5,Safety Concerns,Video Calls,Video Calls,Appearance > Interests > Personality,"Cooking, Crafting",Alternative,DIY Workshop,Casual
322,20,Female,Chennai,Postgraduate,Part-time Job,,Tinder,Daily,1.5 hours,Casual Dating,2,,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Fitness, Traveling",Country,Adventure Trip,Long-term
323,25,Female,Delhi,Undergraduate,Part-time Job,,Bumble,Daily,30 minutes,Casual Dating,3,,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Gaming, Music",Indie,Live Band,Casual
324,22,Non-binary,Pune,Postgraduate,Freelancer,Hinge,Bumble,Weekly,30 minutes,Finding a Partner,3,Time-Wasting,Location-Based Matching,Video Calls,Personality > Interests > Values,"Dancing, Cooking",R&B,Cooking for Two,Long-term
325,20,Female,Bangalore,Postgraduate,Full-time Job,Bumble,Bumble,Weekly,3 hours,Casual Dating,4,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Photography, Hiking",Jazz,Nature Hike,Casual
326,20,Female,Bangalore,Undergraduate,Part-time Job,OkCupid,,Daily,1.5 hours,Casual Fun,5,Time-Wasting,Video Calls,Text,Appearance > Interests > Personality,"Traveling, Arts",Pop,Art Fair,Long-term
327,19,Female,Kolkata,Graduate,Part-time Job,Hinge,,Monthly,1 hour,Finding a Partner,4,,Video Calls,Text,Personality > Interests > Values,"Fitness, Movies",Rock,Movie Date,Casual
328,22,Male,Pune,Postgraduate,Student,Tinder,Tinder,Monthly,2 hours,Casual Dating,2,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Cooking, Reading",EDM,Literary Night,Long-term
329,21,Female,Kolkata,Postgraduate,Freelancer,,OkCupid,Monthly,1 hour,Finding a Partner,5,Safety Concerns,Location-Based Matching,Voice Notes,Personality > Interests > Values,"Gaming, Traveling",Hip-Hop,Travel Game Night,Casual
330,25,Non-binary,Pune,Graduate,Intern,Hinge,Hinge,Weekly,2 hours,Finding a Partner,2,Lack of Genuine Matches,Video Calls,Voice Notes,Values > Personality > Appearance,"Dancing, Photography",Alternative,Dance Class,Long-term
331,25,Female,Bangalore,Postgraduate,Freelancer,OkCupid,,Monthly,3 hours,Casual Fun,5,,Audio Calls,Text,Appearance > Interests > Personality,"Cooking, Hiking",Classical,Nature Cookout,Casual
332,25,Male,Chennai,Graduate,Full-time Job,Tinder,,Monthly,30 minutes,Finding a Partner,5,,Detailed Profiles,Voice Notes,Personality > Interests > Values,"Traveling, Fitness",Indie,Outdoor Yoga,Long-term
333,24,Non-binary,Delhi,Graduate,Intern,Tinder,OkCupid,Weekly,30 minutes,Social Interaction,5,Safety Concerns,AI Recommendations,Voice Notes,Values > Personality > Appearance,"Photography, Sports",R&B,Sports Event,Casual
334,20,Female,Delhi,Postgraduate,Intern,,,Daily,1.5 hours,Casual Dating,1,Time-Wasting,AI Recommendations,Text,Appearance > Interests > Personality,"Cooking, Crafting",Pop,Craft Night,Long-term
335,20,Female,Hyderabad,Graduate,Full-time Job,Hinge,Hinge,Monthly,1.5 hours,Casual Dating,4,Time-Wasting,Detailed Profiles,Video Calls,Appearance > Interests > Personality,"Fitness, Dancing",Country,Dance Party,Casual
336,20,Non-binary,Hyderabad,Undergraduate,Student,Tinder,Tinder,Weekly,3 hours,Casual Dating,2,Safety Concerns,Detailed Profiles,Voice Notes,Personality > Interests > Values,"Traveling, Movies",EDM,Outdoor Movie Night,Long-term
337,24,Male,Kolkata,Graduate,Student,Hinge,Bumble,Monthly,2 hours,Casual Dating,1,Lack of Genuine Matches,Video Calls,Voice Notes,Appearance > Interests > Personality,"Gaming, Reading",Jazz,Bookstore Date,Casual
338,23,Non-binary,Delhi,Undergraduate,Freelancer,Hinge,OkCupid,Daily,3 hours,Social Interaction,4,,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Dancing, Cooking",Indie,Cooking Class,Long-term
339,24,Non-binary,Pune,Postgraduate,Part-time Job,Hinge,,Monthly,3 hours,Casual Dating,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Photography, Hiking",Rock,Nature Photography,Casual
340,21,Non-binary,Delhi,Postgraduate,Student,,Bumble,Monthly,2 hours,Finding a Partner,4,Time-Wasting,Video Calls,Video Calls,Values > Personality > Appearance,"Traveling, Sports",Hip-Hop,Sports Day,Long-term
341,19,Non-binary,Kolkata,Undergraduate,Freelancer,Hinge,Tinder,Weekly,1.5 hours,Social Interaction,1,Lack of Genuine Matches,Location-Based Matching,Text,Personality > Interests > Values,"Cooking, Fitness",R&B,Healthy Cooking Class,Casual
342,23,Non-binary,Hyderabad,Graduate,Part-time Job,,Hinge,Daily,1.5 hours,Finding a Partner,1,Safety Concerns,Detailed Profiles,Text,Values > Personality > Appearance,"Gaming, Crafting",Alternative,Craft Workshop,Long-term
343,18,Female,Mumbai,Postgraduate,Freelancer,OkCupid,Bumble,Daily,2 hours,Casual Dating,4,,Video Calls,Video Calls,Personality > Interests > Values,"Reading, Traveling",Pop,Travel Vlog Night,Casual
344,20,Male,Bangalore,Graduate,Student,Hinge,Hinge,Daily,3 hours,Finding a Partner,2,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,"Dancing, Movies",Indie,Movie Night Out,Long-term
345,25,Female,Pune,Postgraduate,Freelancer,Hinge,Bumble,Monthly,2 hours,Casual Fun,1,Lack of Genuine Matches,Audio Calls,Video Calls,Personality > Interests > Values,"Fitness, Photography",Jazz,Photo Shoot,Casual
346,24,Male,Pune,Postgraduate,Intern,OkCupid,,Daily,1 hour,Social Interaction,3,Safety Concerns,Location-Based Matching,Video Calls,Appearance > Interests > Personality,"Cooking, Sports",EDM,Cooking Competition,Long-term
347,22,Female,Pune,Undergraduate,Full-time Job,Bumble,Bumble,Daily,1 hour,Casual Fun,5,Time-Wasting,AI Recommendations,Video Calls,Values > Personality > Appearance,"Traveling, Arts",Country,Art Workshop,Casual
348,22,Female,Pune,Graduate,Full-time Job,,OkCupid,Monthly,2 hours,Casual Fun,5,Lack of Genuine Matches,Detailed Profiles,Video Calls,Values > Personality > Appearance,"Gaming, Hiking",Rock,Adventure Hike,Long-term
349,18,Male,Delhi,Undergraduate,Intern,Bumble,Hinge,Monthly,1.5 hours,Social Interaction,3,Time-Wasting,Audio Calls,Voice Notes,Appearance > Interests > Personality,"Dancing, Writing",R&B,Poetry Slam,Casual
350,21,Male,Mumbai,Graduate,Intern,,Bumble,Weekly,1.5 hours,Social Interaction,4,Safety Concerns,Video Calls,Video Calls,Values > Personality > Appearance,"Photography, Cooking",Indie,Food Tasting,Long-term
351,20,Male,Kolkata,Undergraduate,Freelancer,Hinge,,Monthly,30 minutes,Casual Fun,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,"Traveling, Fitness",Pop,Fitness Retreat,Casual
352,23,Male,Mumbai,Postgraduate,Freelancer,Tinder,Hinge,Daily,30 minutes,Casual Fun,4,Lack of Genuine Matches,Audio Calls,Voice Notes,Personality > Interests > Values,"Cooking, Movies",Jazz,Dinner and a Movie,Long-term
353,18,Female,Kolkata,Postgraduate,Student,Tinder,Bumble,Daily,2 hours,Casual Fun,1,Time-Wasting,Location-Based Matching,Voice Notes,Values > Personality > Appearance,"Hiking, Gaming",EDM,Game Day,Casual
354,25,Non-binary,Bangalore,Postgraduate,Student,,,Monthly,30 minutes,Casual Dating,3,Safety Concerns,AI Recommendations,Text,Values > Personality > Appearance,"Reading, Sports",Alternative,Outdoor Sports,Long-term
355,24,Non-binary,Bangalore,Postgraduate,Intern,,Hinge,Daily,1 hour,Social Interaction,1,,AI Recommendations,Text,Appearance > Interests > Personality,"Traveling, Crafting",Folk,Craft Fair,Casual
356,21,Non-binary,Hyderabad,Graduate,Student,,Hinge,Daily,3 hours,Social Interaction,1,Time-Wasting,Detailed Profiles,Voice Notes,Appearance > Interests > Personality,"Photography, Music",Indie,Concert Night,Long-term
357,23,Non-binary,Mumbai,Undergraduate,Full-time Job,Bumble,Tinder,Daily,1 hour,Casual Fun,2,Lack of Genuine Matches,Location-Based Matching,Text,Appearance > Interests > Personality,"Cooking, Dance",Pop,Dance Class,Casual
358,25,Female,Kolkata,Undergraduate,Freelancer,Bumble,OkCupid,Daily,3 hours,Casual Fun,5,Safety Concerns,Audio Calls,Text,Personality > Interests > Values,"Fitness, Hiking",R&B,Yoga in the Park,Long-term
359,18,Female,Mumbai,Undergraduate,Part-time Job,,,Weekly,30 minutes,Finding a Partner,5,,AI Recommendations,Text,Appearance > Interests > Personality,"Gaming, Sports",Hip-Hop,Game Night,Casual
360,24,Female,Pune,Postgraduate,Freelancer,Tinder,,Weekly,2 hours,Casual Fun,5,Lack of Genuine Matches,Location-Based Matching,Video Calls,Personality > Interests > Values,"Traveling, Photography",Rock,Photography Walk,Long-term
361,22,Non-binary,Chennai,Undergraduate,Student,,Hinge,Weekly,1 hour,Casual Fun,2,Safety Concerns,Detailed Profiles,Voice Notes,Values > Personality > Appearance,"Dancing, Cooking",Jazz,Culinary Class,Casual
362,22,Male,Kolkata,Postgraduate,Student,Tinder,Tinder,Weekly,30 minutes,Social Interaction,4,Time-Wasting,Audio Calls,Video Calls,Personality > Interests > Values,"Reading, Fitness",EDM,Outdoor Workout,Long-term
363,25,Male,Pune,Undergraduate,Full-time Job,,,Daily,2 hours,Casual Fun,1,Safety Concerns,Audio Calls,Video Calls,Values > Personality > Appearance,"Traveling, Arts",Country,Gallery Opening,Casual
364,24,Female,Hyderabad,Graduate,Freelancer,OkCupid,Hinge,Monthly,1.5 hours,Social Interaction,2,Lack of Genuine Matches,AI Recommendations,Text,Values > Personality > Appearance,"Gaming, Cooking",Indie,Board Game Night,Long-term
365,23,Non-binary,Chennai,Graduate,Student,,,Daily,2 hours,Finding a Partner,5,Time-Wasting,Audio Calls,Text,Appearance > Interests > Personality,"Dancing, Crafting",Pop,Craft Night,Casual
366,23,Female,Hyderabad,Graduate,Part-time Job,Tinder,,Weekly,1.5 hours,Casual Dating,5,,Audio Calls,Text,Values > Personality > Appearance,"Photography, Hiking",R&B,Nature Hike,Long-term
